Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1676886175.0,0.0,0.0,26.399999999999995,25.97083325,58.0,60.125,415.0,414.3333333333333,10942.0,0.0,0.75,0.75,1.0,100.0,0.7083333333333334,0.4583333333333333,0.7083333333333334,1.0
1676886476.0,0.0,0.0,26.43684210526316,25.989473736842104,57.26315789473684,59.578947368421055,415.0,414.7368421052632,10942.0,1.0526315789473684,0.4736842105263157,0.4736842105263157,1.0,100.0,0.4736842105263157,0.5789473684210527,0.4736842105263157,1.0
1676886787.0,0.0,0.0,26.5,26.072727590909093,56.0,58.40909090909091,415.0,414.8636363636364,10942.0,0.0,0.6818181818181818,0.6818181818181818,1.0,100.0,0.6363636363636364,0.7272727272727273,0.6363636363636364,1.0
1676887087.0,0.0,0.0,26.5,26.06296314814815,56.0,58.11111111111112,415.0,414.9259259259259,10942.0,0.0,0.7777777777777778,0.7777777777777778,1.0,100.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
1676887387.0,0.0,0.0,26.5,26.070833625,56.0,58.04166666666666,415.0,415.0416666666667,10942.0,0.0,0.875,0.875,1.0,100.0,0.625,0.6666666666666666,0.625,1.0
1676887687.0,0.0,0.0,26.55652173913044,26.078261043478264,55.43478260869565,57.91304347826087,415.0,414.2608695652174,10942.0,0.0,0.7391304347826086,0.7391304347826086,1.0,100.0,0.782608695652174,0.5217391304347826,0.782608695652174,1.0
1676887987.0,0.0,0.0,26.6,26.266666333333337,55.0,56.61904761904762,415.0,414.1904761904762,10942.0,2.2857142857142856,0.8095238095238095,0.8095238095238095,1.0,100.0,0.8095238095238095,0.3809523809523809,0.8095238095238095,1.0
1676888288.0,0.0,0.0,26.85,26.33461530769231,55.0,57.5,415.0,415.0384615384616,10942.0,3.1153846153846154,0.6538461538461539,0.6538461538461539,1.0,100.0,0.6538461538461539,0.6923076923076923,0.6538461538461539,1.0
1676888588.0,0.0,0.0,27.1,26.7785715,55.0,56.42857142857143,415.0,414.2857142857143,10942.0,0.0,0.9285714285714286,0.9285714285714286,1.0,100.0,0.5714285714285714,0.5,0.5714285714285714,1.0
1676888888.0,0.0,0.0,27.13684210526316,26.77368436842105,55.0,56.526315789473685,415.0,414.4736842105263,10942.0,0.0,0.8947368421052632,0.8421052631578947,1.0,100.0,0.7368421052631579,0.5263157894736842,0.7368421052631579,1.0
1676889188.0,0.0,0.0,27.2,26.86315742105263,55.0,56.78947368421053,415.0,414.5263157894737,10942.0,1.263157894736842,0.8947368421052632,0.8947368421052632,1.0,100.0,0.6842105263157895,0.4736842105263157,0.6842105263157895,1.0
1676889488.0,0.0,0.0,27.38571428571429,26.89047604761905,55.0,56.71428571428572,415.0,414.6190476190476,10942.0,1.7142857142857142,0.8571428571428571,0.9047619047619048,1.0,100.0,0.9047619047619048,0.4285714285714285,0.9047619047619048,1.0
1676889789.0,0.0,0.0,27.5,27.082608869565217,55.0,57.17391304347826,415.0,414.3478260869565,10942.0,0.0,0.9130434782608696,0.9130434782608696,1.0,100.0,0.8695652173913043,0.4782608695652174,0.8695652173913043,1.0
1676890089.0,0.0,0.0,27.83333333333333,27.160000333333336,55.333333333333336,58.0,415.0,414.6,10942.0,2.0,0.8666666666666667,0.9333333333333332,1.0,66.66666666666667,0.7333333333333333,0.6,0.7333333333333333,1.0
1676890389.0,0.0,0.0,28.5,27.98695643478261,56.0,57.869565217391305,415.0,415.2173913043478,10942.0,0.0,0.9130434782608696,0.9130434782608696,1.0,0.0,0.6086956521739131,0.6521739130434783,0.6086956521739131,1.0
1676890689.0,0.0,0.0,28.933333333333334,28.11428576190476,56.0,58.85714285714285,415.0,415.0,10942.0,4.0,1.0,1.0,1.0,0.0,0.7142857142857143,0.6666666666666666,0.7142857142857143,1.0
